TIC_ID,TIC_ra,TIC_dec,TIC_pmra,TIC_pmdec,TIC_Tmag,TIC_contratio,CTL_flag,CST_flag,MovingGroup,NameInLocalFile,LocalFile
29722884,151.087115,-34.600598,-70.3022,15.4921,13.245,0.0699104145,False,False,CARN,J1004-3436,Gagne_BF_clean_format_in.csv
29847084,165.965219,-37.196757,-65.8757,4.45637,14.353,0.0,False,False,TWA,J1103-3711,Gagne_BF_clean_format_in.csv
29853348,23.8081,-7.2144,83.52,-23.67,10.591,0.00105778652,True,False,BPMG,Barta 161 12,Gagne_BF_clean_format_in.csv
29900215,24.230417,-6.793507,40.81,-200.5,10.296,0.422008455,False,False,BPMG,G 271-110,Gagne_BF_clean_format_in.csv
29900813,24.397793,-6.760453,171.895,-98.1699,6.896,3.61079328e-05,True,False,BPMG,V* EX Cet,Gagne_BF_clean_format_in.csv
29979567,166.609147,-40.325846,-99.1836,11.8659,14.18,0.0,False,False,LCC,J1106-4019,Gagne_BF_clean_format_in.csv
29982064,166.6859,-37.253204,0.0,0.0,17.228,0.0,False,False,TWA,J1106-3715,Gagne_BF_clean_format_in.csv
30067072,206.441584,-34.745172,-26.4959,-21.8437,8.2,0.00132838311,True,False,UCL,HD 119740,Gagne_BF_clean_format_in.csv
30290949,197.785812,-37.417297,0.0,0.0,15.381,0.0,False,False,TWA,J1311-3725,Gagne_BF_clean_format_in.csv
30418458,285.7523,-34.0039,13.88,-243.49,11.233,0.149939626,True,False,ABDMG,UCAC4 280-208712,Gagne_BF_clean_format_in.csv
30695738,199.799766,-36.002287,-64.4065,-33.6095,15.314,0.0,False,False,TWA,J1319-3600,Gagne_BF_clean_format_in.csv
30760081,75.460141,-70.979729,0.0,0.0,13.882,0.0,False,False,OCT,J0501-7058,Gagne_BF_clean_format_in.csv
30958767,79.692369,-27.946062,-13.8,-29.2,18.399,0.0,False,False,COL,J0518-2756,Gagne_BF_clean_format_in.csv
30959945,79.85722,-28.185018,33.417,-5.1287,13.629,0.0,False,False,COL,J0519-2811,Gagne_BF_clean_format_in.csv
31281820,82.35542,-28.874294,19.8815,0.0998453,12.578,0.0,False,False,COL,J0529-2852,Gagne_BF_clean_format_in.csv
31281821,82.36821,-28.875601,23.2035,1.09068,14.345,0.0,False,False,COL,J0529-2852,Gagne_BF_clean_format_in.csv
31373667,83.29711,-29.238873,24.1078,-1.23314,11.858,0.0,False,False,COL,J0533-2914,Gagne_BF_clean_format_in.csv
31475829,84.042897,-28.708056,25.3172,-3.05658,6.138,0.00018315755,True,False,COL,HD 37286,Gagne_BF_clean_format_in.csv
31747041,49.496169,-66.926868,57.5047,13.6304,5.936,0.0044665914,True,False,ABDMG,HD 20888,Gagne_BF_clean_format_in.csv
31780319,50.266468,-68.279869,0.0,0.0,11.848,0.0,False,False,THA,J0321-6816,Gagne_BF_clean_format_in.csv
32052764,57.439014,-67.50972,39.8138,20.8545,10.911,0.0,False,False,COL,J0349-6730,Gagne_BF_clean_format_in.csv
32068898,57.681074,-69.824758,45.4014,30.6697,13.794,0.006636842,False,False,ABDMG,J0350-6949,Gagne_BF_clean_format_in.csv
32306719,24.697658,-34.875488,0.0,0.0,18.265,0.0,False,False,ABDMG,J0138-3452,Gagne_BF_clean_format_in.csv
32500778,84.415122,-28.626292,24.1972,-3.11604,6.86,0.005239422,True,False,COL,HD 37484,Gagne_BF_clean_format_in.csv
32545814,84.712018,-29.682251,22.2274,-0.59431,12.917,0.0,False,False,COL,J0538-2940,Gagne_BF_clean_format_in.csv
32607434,85.279979,-24.154988,-11.1986,9.60646,12.012,0.0,False,False,OCT,J0541-2409,Gagne_BF_clean_format_in.csv
33166540,89.075347,-28.367615,0.0,0.0,17.047,0.0,False,False,ABDMG,J0556-2822,Gagne_BF_clean_format_in.csv
33492996,26.411546,-25.052508,159.0,-72.0,5.12,0.005833145,True,False,BPMG,* eps Scl B,Gagne_BF_clean_format_in.csv
33494267,26.504426,-27.348816,96.591,-45.0916,6.046,8.57742e-05,True,False,THA,HD 10863,Gagne_BF_clean_format_in.csv
33593656,28.57354,-29.389811,74.4009,-64.4664,9.457,0.00477101747,True,False,ABDMG,CD-30 658,Gagne_BF_clean_format_in.csv
33736757,62.224799,-72.064873,0.0,0.0,12.438,0.0,False,False,OCT,J0408-7203,Gagne_BF_clean_format_in.csv
33819781,145.639801,-43.591587,0.0,0.0,16.173,0.0,False,False,CARN,J0942-4335,Gagne_BF_clean_format_in.csv
33864387,65.412714,-72.565601,58.7336,37.391,11.36,0.177121848,False,False,THA,J0421-7233,Gagne_BF_clean_format_in.csv
33881250,66.342376,-76.501979,57.8639,36.7657,12.844,0.00349205127,False,False,THA,J0425-7630,Gagne_BF_clean_format_in.csv
33937232,93.7999,-16.4377,-74.33,-361.28,11.134,2.08728433,True,False,ABDMG,LP 779-34,Gagne_BF_clean_format_in.csv
33949103,357.210381,-28.121079,98.17,-90.2,8.289,0.954895258,True,False,ABDMG,HD 223340,Gagne_BF_clean_format_in.csv
33974979,146.068887,-44.647339,-84.2575,51.5676,9.002,0.06938961,True,False,CARN,CD-44 5788,Gagne_BF_clean_format_in.csv
33982930,357.231469,-28.130311,100.0,-104.0,4.846,0.0311386567,True,False,ABDMG,HD 223352 AB,Gagne_BF_clean_format_in.csv
34404183,253.610017,-33.475358,-8.9,-28.3,7.016,0.0296523217,True,False,USCO-LCC-UCL,J1654-3328,Gagne_BF_clean_format_in.csv
34576133,44.444425,29.661409,187.429,-45.2217,8.088,0.00224425318,True,True,HYA,BW Ari,Gagne_BF_clean_format_in.csv
35001854,224.698232,-58.272974,-41.9886,-36.6001,11.93,3.03031564,False,False,UCL,J1458-5816,Gagne_BF_clean_format_in.csv
35085814,48.772702,24.75967,54.19,-120.73,10.584,0.0330203027,True,True,ABDMG,J0315+2445,Gagne_BF_clean_format_in.csv
35118952,56.9986,29.5608,17.13,-49.23,16.016,0.060389176,True,False,PLE,J0347+2933,Gagne_BF_clean_format_in.csv
35154668,57.081166,26.649869,18.2952,-44.8232,17.216,0.0,False,False,PLE,J0348+2638,Gagne_BF_clean_format_in.csv
35154685,56.989989,26.629278,0.0,0.0,10.842,0.0,False,False,PLE,J0347+2637,Gagne_BF_clean_format_in.csv
35154750,57.0693,26.5033,22.41,-45.9,15.155,0.166854426,True,False,PLE,J0348+2630,Gagne_BF_clean_format_in.csv
35157428,57.1797,26.539232,17.579,-49.8971,14.946,0.0,False,False,PLE,J0348+2632,Gagne_BF_clean_format_in.csv
35158994,57.2271,29.2319,90.67,-177.36,13.274,0.004697683,True,True,BPMG,LP 300-43,Gagne_BF_clean_format_in.csv
35200669,57.450596,26.629965,26.73,-47.93,16.838,0.0,False,False,PLE,J0349+2637,Gagne_BF_clean_format_in.csv
35204049,57.5888,27.14438,19.6084,-49.5563,10.555,0.0245216489,True,False,PLE,TYC 1808-559-1,Gagne_BF_clean_format_in.csv
35204126,57.5267,26.9719,17.69,-43.4,15.555,0.87202704,True,False,PLE,J0350+2658,Gagne_BF_clean_format_in.csv
35206822,57.663812,26.267818,0.0,0.0,16.622,0.0,False,False,PLE,J0350+2616,Gagne_BF_clean_format_in.csv
35225792,57.726696,27.437031,23.7506,-44.4978,16.67,0.0,False,False,PLE,J0350+2726,Gagne_BF_clean_format_in.csv
35496620,316.130363,-9.656048,0.0,0.0,17.601,0.0,False,False,BPMG,J2104-0939,Gagne_BF_clean_format_in.csv
35863853,42.1813,0.0345,468.65,94.59,9.867,0.177763924,True,False,HYA,G 75-42,Gagne_BF_clean_format_in.csv
36762220,41.2844,-7.1367,56.06,-34.82,12.722,0.00245894026,True,False,BPMG,J0245-0708,Gagne_BF_clean_format_in.csv
36765037,155.2035,-6.5554,-189.26,-25.59,12.316,0.041575402,True,False,CARN,2MASS J10204884-0633195,Gagne_BF_clean_format_in.csv
36765044,155.2129,-6.5778,-186.82,-24.37,12.325,0.0105641065,True,False,CARN,2MASS J10205111-0634400,Gagne_BF_clean_format_in.csv
36881728,43.2797,-10.3168,354.81,-526.9,13.084,0.261416465,True,False,ABDMG,LHS 1465,Gagne_BF_clean_format_in.csv
37253419,91.473889,-25.690054,-13.0188,15.3266,13.358,0.0,False,False,OCT,J0605-2541,Gagne_BF_clean_format_in.csv
37313353,134.6218,-27.2396,-156.64,66.97,10.984,0.167025685,True,False,CARN,UCAC3 126-121060,Gagne_BF_clean_format_in.csv
37385802,92.1585,-26.3195,4.65,-54.86,14.189,0.197565243,True,False,ABDMG,J0608-2619,Gagne_BF_clean_format_in.csv
37389732,92.220149,-27.899542,0.0,0.0,15.345,0.0,False,False,BPMG-FIELD,J0608-2753,Gagne_BF_clean_format_in.csv
37443755,92.430505,-25.626165,0.0,0.0,13.379,0.0,False,False,COL,J0609-2537,Gagne_BF_clean_format_in.csv
37606355,93.305451,-27.701518,-9.08366,-4.49852,9.627,0.0,False,False,BPMG,J0613-2742,Gagne_BF_clean_format_in.csv
37796846,94.234333,-25.732166,0.0,0.0,19.575,0.0,False,False,COL,J0616-2543,Gagne_BF_clean_format_in.csv
37817522,65.6058,-6.1947,51.63,-90.93,12.496,0.005426361,True,False,ABDMG,J0422-0611,Gagne_BF_clean_format_in.csv
37995672,94.799689,-28.696065,-12.8971,11.215,9.861,0.0027532177,True,False,OCT,CD-28 2901,Gagne_BF_clean_format_in.csv
38680132,65.678101,-61.632808,-2.3115,35.9689,13.281,3.655815e-05,False,False,OCT,J0422-6137,Gagne_BF_clean_format_in.csv
38820496,7.195155,-67.862396,0.0,0.0,13.653,0.0777385458,False,False,THA,J0028-6751,Gagne_BF_clean_format_in.csv
38905773,69.183902,-60.017033,35.0469,21.9001,15.159,0.0,False,False,ABDMG,J0436-6001,Gagne_BF_clean_format_in.csv
38946496,229.2323,-0.6199,-107.89,-185.38,11.6,0.013454291,True,True,ABDMG,UCAC4 447-058352,Gagne_BF_clean_format_in.csv
39039921,226.920017,-54.103905,0.0,0.0,14.135,0.0,False,False,BPMG,J1507-5406,Gagne_BF_clean_format_in.csv
39173201,169.192,38.2371,-79.5,-10.66,12.289,0.002742401,True,True,BPMG,J1116+3814,Gagne_BF_clean_format_in.csv
39217420,88.5214,-2.806,4.98,-254.64,12.592,0.02026722,True,False,ABDMG,LP 658-71,Gagne_BF_clean_format_in.csv
39578209,89.5183,-1.9375,31.0,-68.0,14.654,0.07121999,True,False,COL,J0558-0156,Gagne_BF_clean_format_in.csv
39699837,136.7298,45.5416,-56.39,-90.96,11.216,0.0168402269,True,True,ABDMG,J0906+4532,Gagne_BF_clean_format_in.csv
40047077,6.4624,-9.9611,119.76,-151.54,11.34,0.0038996262,True,False,ABDMG,LP 705-28,Gagne_BF_clean_format_in.csv
40059734,6.939,-8.1013,105.0,-72.0,13.679,0.000534627354,True,False,BPMG,J0027-0806,Gagne_BF_clean_format_in.csv
40849632,248.4234,-9.5533,-64.838,-177.827,9.567,0.0032360577,True,True,ABDMG,HIP 81084,Gagne_BF_clean_format_in.csv
41168549,91.358634,-65.998566,0.0,0.0,14.852,0.0,False,False,CARN,J0605-6559,Gagne_BF_clean_format_in.csv
41492158,294.059957,30.396129,40.7146,-57.1745,10.32,0.214849427,True,False,ABDMG,TYC 2655-3429-1,Gagne_BF_clean_format_in.csv
41862041,20.886704,-41.219754,101.078,-49.9576,12.525,0.00122168567,False,False,THA,J0123-4113,Gagne_BF_clean_format_in.csv
41938522,256.594607,-33.13755,0.0,0.0,10.818,0.0,False,False,ARG,J1706-3308,Gagne_BF_clean_format_in.csv
42974961,228.845637,-54.685806,-18.0431,-24.2152,10.984,0.0,False,False,UCL,J1515-5441,Gagne_BF_clean_format_in.csv
42992313,97.127,-0.4472,-36.0,-86.0,14.691,3.538083,True,False,ABDMG,J0628-0026,Gagne_BF_clean_format_in.csv
43728182,76.625162,-11.043083,35.9901,-54.7482,8.417,0.000124461774,True,False,BPMG,HD 32965,Gagne_BF_clean_format_in.csv
44207349,257.413553,-33.487711,-19.6961,-32.0682,14.149,0.0,False,False,UCL,J1709-3329,Gagne_BF_clean_format_in.csv
44299399,343.8933,28.7918,96.8,-77.66,11.925,0.0258992743,True,True,ABDMG,J2255+2847,Gagne_BF_clean_format_in.csv
44630842,22.163321,33.302708,0.0,0.0,15.826,0.0,False,False,ABDMG,J0128+3318,Gagne_BF_clean_format_in.csv
44670257,60.016488,-29.041125,75.0613,-18.5803,9.222,0.0,False,False,THA,TYC 6461-1120-2,Gagne_BF_clean_format_in.csv
44670258,60.015941,-29.037933,68.2426,-15.0371,8.92,0.0,False,False,THA,HD 25284,Gagne_BF_clean_format_in.csv
44678751,60.1088,-26.1593,66.17,-70.51,12.456,0.000397398922,True,False,ABDMG,J0400-2609,Gagne_BF_clean_format_in.csv
44743153,61.4877,-28.1629,59.07,-11.86,12.934,0.001145263,True,False,COL,J0405-2809,Gagne_BF_clean_format_in.csv
44791149,61.797862,-29.309507,0.0,0.0,10.387,0.0,False,False,COL,J0407-2918,Gagne_BF_clean_format_in.csv
44793998,62.0928,-27.7444,74.4,-23.81,11.933,0.234219417,True,False,THA,J0408-2744,Gagne_BF_clean_format_in.csv
44794000,62.093236,-27.742905,84.69,-19.22,14.303,2.12805057,False,False,THA,J0408-2744,Gagne_BF_clean_format_in.csv
45193132,130.149328,-57.899727,0.0,0.0,15.536,0.0,False,False,ABDMG,J0840-5753,Gagne_BF_clean_format_in.csv
45302816,130.355367,-57.600601,0.0,0.0,11.0,0.0,False,False,BPMG-COL-CAR,J0841-5736,Gagne_BF_clean_format_in.csv
45310059,147.958453,-38.811851,-129.533,53.3995,11.636,0.0322587974,True,False,CARN,J0951-3848,Gagne_BF_clean_format_in.csv
45402925,130.255263,-54.517288,-25.8542,24.8894,9.889,0.0181448832,True,False,IC2391,TYC 8573-579-1,Gagne_BF_clean_format_in.csv
45460157,130.56685,-57.717945,0.0,0.0,14.18,0.0,False,False,CAR,J0842-5743,Gagne_BF_clean_format_in.csv
45460236,130.449589,-57.758842,0.0,0.0,14.469,0.0,False,False,CAR,J0841-5745,Gagne_BF_clean_format_in.csv
45688827,131.055781,-57.254879,-25.0746,27.9073,10.654,0.05869622,True,False,IC2391,TYC 8577-1587-1,Gagne_BF_clean_format_in.csv
45692879,131.105083,-55.813289,-28.563,27.2366,11.121,0.0,False,False,ARG,J0844-5548,Gagne_BF_clean_format_in.csv
45962684,131.599066,-56.767097,-56.0143,74.6041,9.203,0.0587799028,True,False,CARN,TYC 8577-2627-1,Gagne_BF_clean_format_in.csv
46029665,131.829386,-57.298527,-129.883,13.898,11.001,0.06478884,False,False,ABDMG,2MASS J08471906-5717547,Gagne_BF_clean_format_in.csv
46034586,131.841899,-59.323318,-38.7475,90.342,12.1,0.218173862,False,False,CARN,J0847-5919,Gagne_BF_clean_format_in.csv
46223556,131.892766,-54.483586,-24.1288,22.5596,11.187,0.6006003,True,False,IC2391,TYC 8573-1267-1,Gagne_BF_clean_format_in.csv
46386531,83.538102,-15.284208,24.2259,-22.697,7.772,0.01584668,True,False,COL,AH Lep,Gagne_BF_clean_format_in.csv
46476365,52.8193,26.717632,0.0,0.0,17.841,0.0,False,False,PLE,J0331+2643,Gagne_BF_clean_format_in.csv
46476571,52.790661,26.187108,29.1,-55.94,14.474,0.083023116,False,False,PLE,J0331+2611,Gagne_BF_clean_format_in.csv
46476638,52.824734,26.028821,24.74,-48.68,11.568,0.364030361,False,False,PLE,J0331+2601,Gagne_BF_clean_format_in.csv
46476666,52.836195,25.959457,0.0,0.0,17.669,0.0,False,False,PLE,J0331+2557,Gagne_BF_clean_format_in.csv
46476992,52.816452,25.255455,22.6873,-46.6656,7.88,0.00286600646,True,True,PLE,HD 21744,Gagne_BF_clean_format_in.csv
46478551,52.89009,26.265482,20.8114,-42.1168,10.087,0.7121368,True,False,PLE,HIP 16431,Gagne_BF_clean_format_in.csv
46478652,52.863925,26.50273,13.4898,-44.5853,16.066,0.0,False,False,PLE,J0331+2630,Gagne_BF_clean_format_in.csv
46478996,52.861277,27.326743,19.2496,-59.449,14.291,0.072422795,False,False,PLE,J0331+2719,Gagne_BF_clean_format_in.csv
46503113,53.151171,26.969544,23.54,-37.92,16.874,0.0,False,False,PLE,J0332+2658,Gagne_BF_clean_format_in.csv
46503282,53.237863,27.288565,-1.00652,-3.84397,18.259,0.0,False,False,PLE,J0332+2717,Gagne_BF_clean_format_in.csv
46504038,53.1491,28.732,46.0,-69.0,10.961,0.121617988,True,True,BPMG,J0332+2843,Gagne_BF_clean_format_in.csv
46506315,53.284361,26.520409,0.0,0.0,16.996,0.0,False,False,PLE,J0333+2631,Gagne_BF_clean_format_in.csv
46530889,84.5208,-14.6362,-7.53,-97.75,12.401,0.05283269,True,False,ABDMG,J0538-1438,Gagne_BF_clean_format_in.csv
46531745,84.534039,-16.270605,0.0,0.0,13.678,0.0,False,False,COL,J0538-1616,Gagne_BF_clean_format_in.csv
46533792,53.518304,25.526123,0.0,0.0,18.224,0.0,False,False,PLE,J0334+2531,Gagne_BF_clean_format_in.csv
46536693,53.6074,28.6535,17.79,-50.95,16.184,0.00605242141,True,False,PLE,J0334+2839,Gagne_BF_clean_format_in.csv
46537586,53.533329,26.874897,0.0,0.0,17.866,0.0,False,False,PLE,J0334+2652,Gagne_BF_clean_format_in.csv
46615877,53.711769,25.579666,0.0,0.0,17.949,0.0,False,False,PLE,J0334+2534,Gagne_BF_clean_format_in.csv
46616245,53.698,26.3705,20.17,-47.02,15.214,0.0125439055,True,False,PLE,J0334+2622,Gagne_BF_clean_format_in.csv
46617053,53.6931,27.9258,14.21,-42.02,14.096,0.0437277,True,False,PLE,J0334+2755,Gagne_BF_clean_format_in.csv
46625172,84.978929,-13.133297,18.8417,-19.9217,12.081,0.0,False,False,COL,J0539-1308,Gagne_BF_clean_format_in.csv
46628967,53.9996,26.0257,21.01,-42.21,15.883,0.343885571,True,False,PLE,J0335+2601,Gagne_BF_clean_format_in.csv
46629516,54.008073,27.184737,18.729,-44.833,17.025,0.0,False,False,PLE,J0336+2711,Gagne_BF_clean_format_in.csv
46631855,54.17773,28.351723,18.0718,-43.3627,16.034,0.0,False,False,PLE,J0336+2821,Gagne_BF_clean_format_in.csv
46674600,54.315009,26.491697,17.55,-46.17,16.694,0.0,False,False,PLE,J0337+2629,Gagne_BF_clean_format_in.csv
46674650,54.222054,26.574511,0.0,0.0,17.864,0.0,False,False,PLE,J0336+2634,Gagne_BF_clean_format_in.csv
46677990,54.386982,26.972735,19.6,-47.53,12.715,0.4348542,True,False,PLE,J0337+2658,Gagne_BF_clean_format_in.csv
46678056,54.444086,26.845772,0.0,0.0,18.208,0.0,False,False,PLE,J0337+2650,Gagne_BF_clean_format_in.csv
46678194,54.4,26.5469,23.66,-45.91,13.085,0.00203795172,True,False,PLE,J0337+2632,Gagne_BF_clean_format_in.csv
46678280,54.407,26.3512,23.86,-53.6,15.274,0.102339692,True,False,PLE,J0337+2621,Gagne_BF_clean_format_in.csv
46678584,54.3196,25.7365,16.95,-38.36,15.363,0.514510334,True,False,PLE,J0337+2544,Gagne_BF_clean_format_in.csv
46678608,54.406,25.6972,24.29,-42.57,15.775,0.07221494,True,False,PLE,J0337+2541,Gagne_BF_clean_format_in.csv
46680801,54.453827,26.86263,19.3015,-48.2083,15.16,0.0,False,False,PLE,J0337+2651,Gagne_BF_clean_format_in.csv
46681164,54.538728,27.585998,17.6159,-43.2839,12.376,0.328960478,True,False,PLE,J0338+2735,Gagne_BF_clean_format_in.csv
46738310,266.598,-5.8637,-9.22,-217.48,14.208,0.166211933,True,True,ABDMG,J1746-0551,Gagne_BF_clean_format_in.csv
46739994,85.6256,-15.5837,31.68,-60.48,11.634,0.09862348,True,False,ABDMG,J0542-1535,Gagne_BF_clean_format_in.csv
46974135,251.418732,-50.568031,0.0,0.0,13.392,0.2849841,False,False,BPMG,J1645-5034,Gagne_BF_clean_format_in.csv
47513732,98.386075,-28.602745,-14.1427,9.47647,9.304,0.005441584,True,False,OCT,CD-28 3128,Gagne_BF_clean_format_in.csv
47596872,97.277786,-21.514078,0.0,0.0,13.372,0.0,False,False,COL,J0629-2130,Gagne_BF_clean_format_in.csv
47752102,221.236967,-34.381607,-18.1442,-19.7058,9.135,0.00353126228,True,False,UCL,HD 129683,Gagne_BF_clean_format_in.csv
47828022,221.358593,-32.810384,-31.8857,-31.5709,9.333,0.008506831,True,False,USCO-LCC-UCL,J1445-3248,Gagne_BF_clean_format_in.csv
47884213,221.543704,-30.970143,-22.9221,-25.4383,8.314,0.0133441091,True,False,USCO-LCC-UCL,J1446-3058,Gagne_BF_clean_format_in.csv
47951552,221.847627,-35.053757,-29.229,-39.298,10.47,0.0,False,False,UCL,J1447-3503,Gagne_BF_clean_format_in.csv
48016265,147.1133,-33.3547,-91.56,28.48,13.588,0.005015424,True,False,CARN,J0948-3321,Gagne_BF_clean_format_in.csv
48064387,222.244994,-32.402331,-34.1316,-33.5503,13.487,0.0100888545,False,False,UCL,2MASS J14485880-3224083,Gagne_BF_clean_format_in.csv
48118943,222.607564,-35.113518,-16.4326,-20.8192,9.606,0.0102409143,False,False,UCL,CD-34 9963,Gagne_BF_clean_format_in.csv
48118967,222.627336,-35.093426,-17.4292,-20.6165,7.94,0.005180778,True,False,UCL,J1450-3505,Gagne_BF_clean_format_in.csv
48119063,222.646166,-34.984923,-15.431,-23.9621,10.685,0.0,False,False,UCL,J1450-3459,Gagne_BF_clean_format_in.csv
48333082,148.367,-31.7522,-153.76,-121.631,8.349,0.0454390272,True,False,ABDMG,CD-40 5404,Gagne_BF_clean_format_in.csv
48364505,223.489017,-33.909715,-30.6496,-31.0383,13.604,0.07697313,False,False,UCL,J1453-3354,Gagne_BF_clean_format_in.csv
48437482,223.605388,-34.142845,-29.7,-26.2,6.964,0.004866883,True,False,UCL,J1454-3408,Gagne_BF_clean_format_in.csv
48630780,229.82529,-29.722351,-21.8611,-20.3342,11.237,0.0,False,False,UCL,J1519-2943,Gagne_BF_clean_format_in.csv
48781344,162.357456,-35.45349,-42.0221,-12.0243,15.134,0.0,False,False,LCC,J1049-3527,Gagne_BF_clean_format_in.csv
48875428,162.9378,-32.4427,-52.64,-28.36,15.075,0.164810583,True,False,LCC,J1051-3226,Gagne_BF_clean_format_in.csv
48892252,302.223672,-35.330177,0.0,0.0,10.766,0.0,False,False,BPMG,2MASS J20085368-3519486,Gagne_BF_clean_format_in.csv
48940623,163.554129,-30.279173,0.0,0.0,16.213,0.0,False,False,TWA,J1054-3016,Gagne_BF_clean_format_in.csv
48955150,100.966061,-21.970312,3.26499,-5.72137,13.365,0.0,False,False,COL,J0643-2158,Gagne_BF_clean_format_in.csv
49001119,164.128328,-30.470495,-62.5547,9.32245,13.463,0.0,False,False,TWA,J1056-3028,Gagne_BF_clean_format_in.csv
49046625,164.31957,-35.215228,-38.3371,-12.9794,15.501,0.0,False,False,LCC,J1057-3512,Gagne_BF_clean_format_in.csv
49178529,165.540972,-34.509869,0.0,0.0,15.939,0.0,False,False,TWA,TWA 28,Gagne_BF_clean_format_in.csv
49178630,165.4663,-34.7047,-68.2245,-13.9343,9.494,0.0203307439,True,False,TWA,TWA 1,Gagne_BF_clean_format_in.csv
49541462,273.815174,-49.463131,5.04288,-70.8678,10.443,0.0,False,False,BPMG,J1815-4927,Gagne_BF_clean_format_in.csv
49593799,37.0322,-36.4723,469.33,-13.9,11.285,0.005244132,True,False,BPMG,LP 941-90,Gagne_BF_clean_format_in.csv
49609401,95.325874,-25.272804,-12.7853,6.36549,10.873,0.170165658,True,False,OCT,TYC 6510-2246-1,Gagne_BF_clean_format_in.csv
49874010,241.9222,-11.0521,-53.38,-179.62,11.491,0.00516328542,True,True,ABDMG,J1607-1103,Gagne_BF_clean_format_in.csv
49906916,49.169469,-3.530278,79.2507,-47.2549,6.956,0.0004781188,True,False,THA,HIP 15247,Gagne_BF_clean_format_in.csv
49953999,59.750552,-0.936639,76.8516,-0.174209,9.516,0.117070071,True,False,HYA,J0359-0056,Gagne_BF_clean_format_in.csv
50232454,29.126408,-74.957657,0.0,0.0,13.766,0.0,False,False,THA,2MASS J01563033-7457275,Gagne_BF_clean_format_in.csv
50443484,36.049718,-76.555611,0.0,0.0,18.093,0.0,False,False,CAR,2MASS J02241193-7633201,Gagne_BF_clean_format_in.csv
50662595,82.606122,-2.940436,0.0,0.0,13.104,0.0,False,False,THOR,J0530-0256,Gagne_BF_clean_format_in.csv
50745533,83.024841,-3.021112,5.51333,-49.9968,12.445,0.04515371,False,False,THOR,J0532-0301,Gagne_BF_clean_format_in.csv
50745567,82.991111,-3.06022,6.02,-57.52,11.25,0.0,False,False,THOR,J0531-0303,Gagne_BF_clean_format_in.csv
51016808,290.678274,-5.264896,29.0856,-21.3695,11.471,0.0,False,False,ARG,J1922-0515,Gagne_BF_clean_format_in.csv
51926652,98.243653,-30.863128,-13.48,10.574,8.57,0.0155041181,True,False,OCT,HD 46603,Gagne_BF_clean_format_in.csv
51997221,98.60066,-31.383469,-14.9712,8.90482,10.94,0.018170733,True,False,OCT,TYC 7074-1129-1,Gagne_BF_clean_format_in.csv
52111781,98.966466,-31.212745,-17.4498,11.0878,10.504,0.005599384,True,False,OCT,TYC 7074-1427-1,Gagne_BF_clean_format_in.csv
52187513,15.7649,61.0969,85.58,-67.2,10.958,0.511515558,True,True,ABDMG,UCAC4 756-010999,Gagne_BF_clean_format_in.csv
52194976,19.002,-67.792,58.8,-12.34,13.486,0.0012270289,True,False,THA,J0116-6747,Gagne_BF_clean_format_in.csv
